id,cntntsNo,cntntsSj,rtnFileUrl,rtnThumbFileUrl,growthAra,growthHg,grwhTp,minTp,maxTp,grwtve,hd,minHd,maxHd,ignSeasonCode,ignSeason,lighttdemanddo,minLt,maxLt,managedemanddo,minPstPlc,maxPstPlc,toxcty,watercycleSprng,watercycleSummer,watercycleAutumn,watercycleWinter,minWinterTp,maxWinterTp,winterLwetTp
158,14917,칼라데아 크로카타,https://nongsaro.go.kr/cms_contents/301/14917_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/14917_MF_REPR_ATTACH_01_TMB.jpg,30,40,21~25℃,21,25,1,40 ~ 70%,40,70,1100,"봄, 여름",800~10000 Lux,800,10000,3,50,300,0,3,3,3,4,13,,13℃ 이상
159,14914,칼라디움,https://nongsaro.go.kr/cms_contents/301/14914_MF_ATTACH_02.jpg,https://nongsaro.go.kr/cms_contents/301/14914_MF_ATTACH_02_TMB.jpg,30,50,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,5,50,300,0,3,3,3,4,13,,13℃ 이상
160,13319,칼랑코에,https://nongsaro.go.kr/cms_contents/301/13319_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13319_MF_REPR_ATTACH_01_TMB.jpg,25,30,16~20℃,16,20,1,40 ~ 70%,40,70,1001,"봄, 겨울",800~10000 Lux,800,10000,3,0,300,5,3,3,3,4,13,,13℃ 이상
161,13317,커피나무,https://nongsaro.go.kr/cms_contents/301/13317_MF_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13317_MF_ATTACH_01_TMB.jpg,50,150,21~25℃,21,25,1,40 ~ 70%,40,70,1000,봄,1500~10000 Lux,1500,10000,3,0,300,0,3,3,3,4,13,,13℃ 이상
162,13318,켄챠야자,https://nongsaro.go.kr/cms_contents/301/13318_MF_ATTACH_02.jpg,https://nongsaro.go.kr/cms_contents/301/13318_MF_ATTACH_02_TMB.jpg,150,200,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,0,500,0,3,3,3,3,13,,13℃ 이상
163,13309,코르딜리네 레드에지,https://nongsaro.go.kr/cms_contents/301/13309_MF_ATTACH_02.jpg,https://nongsaro.go.kr/cms_contents/301/13309_MF_ATTACH_02_TMB.jpg,40,150,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,0,300,0,2,2,2,3,13,,13℃ 이상
164,13261,크로톤,https://nongsaro.go.kr/cms_contents/301/13261_MF_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13261_MF_ATTACH_01_TMB.jpg,50,100,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,0,300,0,3,3,3,4,13,,13℃ 이상
165,13260,크로톤,https://nongsaro.go.kr/cms_contents/301/13260_MF_ATTACH_05.jpg,https://nongsaro.go.kr/cms_contents/301/13260_MF_ATTACH_05_TMB.jpg,50,100,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,0,300,0,3,3,3,4,13,,13℃ 이상
166,13257,크립탄서스,https://nongsaro.go.kr/cms_contents/301/13257_MF_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13257_MF_ATTACH_01_TMB.jpg,37,,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,0,300,0,3,3,3,3,13,,13℃ 이상
167,13255,클레마티스,https://nongsaro.go.kr/cms_contents/301/13255_MF_ATTACH_05.jpg,https://nongsaro.go.kr/cms_contents/301/13255_MF_ATTACH_05_TMB.jpg,30,50,21~25℃,21,25,2,40 ~ 70%,40,70,1100,"봄, 여름",1500~10000 Lux,1500,10000,1,0,50,0,2,2,2,3,,0,0℃ 이하
168,12996,털달개비,https://nongsaro.go.kr/cms_contents/301/12996_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/12996_MF_REPR_ATTACH_01_TMB.jpg,30,25,21~25℃,21,25,0,40 ~ 70%,40,70,1100,"봄, 여름",1500~10000 Lux,1500,10000,2,0,300,0,4,3,3,4,13,,13℃ 이상
169,13001,털머위,https://nongsaro.go.kr/cms_contents/301/13001_MF_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13001_MF_ATTACH_01_TMB.jpg,30,40,16~20℃,16,20,1,40 ~ 70%,40,70,1100,"봄, 여름",300~1500 Lux,300,1500,2,0,300,0,3,3,3,3,5,5,5℃
170,13002,테이블야자,https://nongsaro.go.kr/cms_contents/301/13002_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13002_MF_REPR_ATTACH_01_TMB.jpg,50,200,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,2,0,,0,2,2,2,4,13,,13℃ 이상
171,13004,틸란드시아,https://nongsaro.go.kr/cms_contents/301/13004_MF_ATTACH_04.jpg,https://nongsaro.go.kr/cms_contents/301/13004_MF_ATTACH_04_TMB.jpg,25,30,21~25℃,21,25,0,40 ~ 70%,40,70,1001,"봄, 겨울",800~10000 Lux,800,10000,3,50,300,0,3,3,3,4,10,10,10℃
172,13248,파키라,https://nongsaro.go.kr/cms_contents/301/13248_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13248_MF_REPR_ATTACH_01_TMB.jpg,50,200,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,50,500,0,3,3,3,4,13,,13℃ 이상
173,13247,파피오페딜럼,https://nongsaro.go.kr/cms_contents/301/13247_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13247_MF_REPR_ATTACH_01_TMB.jpg,30,30,21~25℃,21,25,0,70% 이상,40,70,1100,"봄, 여름",800~1500 Lux,800,1500,3,0,300,0,4,3,3,4,10,10,10℃
174,13245,팔레놉시스(호접란),https://nongsaro.go.kr/cms_contents/301/13245_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13245_MF_REPR_ATTACH_01_TMB.jpg,20,30,21~25℃,21,25,0,40 ~ 70%,40,70,1101,"봄, 여름, 겨울",800~10000 Lux,800,10000,5,0,500,0,3,3,3,4,13,,13℃ 이상
175,13244,팔손이나무,https://nongsaro.go.kr/cms_contents/301/13244_MF_ATTACH_08.jpg,https://nongsaro.go.kr/cms_contents/301/13244_MF_ATTACH_08_TMB.jpg,50,150,16~20℃,16,20,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,1,0,500,0,3,3,3,4,5,5,5℃
176,13242,팬더 고무나무,https://nongsaro.go.kr/cms_contents/301/13242_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13242_MF_REPR_ATTACH_01_TMB.jpg,40,50,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,2,0,300,0,3,3,3,4,13,,13℃ 이상
177,13253,팻츠헤데라,https://nongsaro.go.kr/cms_contents/301/13253_MF_ATTACH_03.jpg,https://nongsaro.go.kr/cms_contents/301/13253_MF_ATTACH_03_TMB.jpg,30,50,16~20℃,16,20,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,2,0,300,0,3,3,3,3,10,10,10℃
178,13240,페페로미아 오브투시폴리아,https://nongsaro.go.kr/cms_contents/301/13240_MF_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13240_MF_ATTACH_01_TMB.jpg,25,25,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,2,50,500,0,3,3,3,4,13,,13℃ 이상
179,13216,페페로미아 클루시폴리아,https://nongsaro.go.kr/cms_contents/301/13216_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13216_MF_REPR_ATTACH_01_TMB.jpg,25,25,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,2,50,500,0,3,3,3,4,13,,13℃ 이상
180,13215,페페로미아 푸테올라타,https://nongsaro.go.kr/cms_contents/301/13215_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13215_MF_REPR_ATTACH_01_TMB.jpg,30,30,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,0,500,0,3,3,3,4,13,,13℃ 이상
181,13214,포인세티아,https://nongsaro.go.kr/cms_contents/301/13214_MF_ATTACH_07.jpg,https://nongsaro.go.kr/cms_contents/301/13214_MF_ATTACH_07_TMB.jpg,50,100,21~25℃,21,25,1,40 ~ 70%,40,70,1001,"봄, 겨울",1500~10000 Lux,1500,10000,3,0,300,0,2,2,2,3,13,,13℃ 이상
182,13213,폴리시아스,https://nongsaro.go.kr/cms_contents/301/13213_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13213_MF_REPR_ATTACH_01_TMB.jpg,50,150,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,50,500,0,3,3,3,4,13,,13℃ 이상
183,13212,푸밀라고무나무,https://nongsaro.go.kr/cms_contents/301/13212_MF_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13212_MF_ATTACH_01_TMB.jpg,30,20,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,0,300,0,2,2,2,3,10,10,10℃
184,13211,프테리스,https://nongsaro.go.kr/cms_contents/301/13211_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13211_MF_REPR_ATTACH_01_TMB.jpg,30,30,21~25℃,21,25,1,70% 이상,70,,0000,,300~1500 Lux,300,1500,2,0,,0,2,2,2,3,5,5,5℃
185,13209,피라칸사,https://nongsaro.go.kr/cms_contents/301/13209_MF_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13209_MF_ATTACH_01_TMB.jpg,50,100,16~20℃,16,20,2,40 ~ 70%,40,70,1000,봄,1500~10000 Lux,1500,10000,1,0,150,0,2,2,3,4,,0,0℃ 이하
186,13251,피토니아 핑크스타,https://nongsaro.go.kr/cms_contents/301/13251_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13251_MF_REPR_ATTACH_01_TMB.jpg,20,20,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,5,50,500,0,3,3,3,4,13,,13℃ 이상
187,13197,피토니아 화이트스타,https://nongsaro.go.kr/cms_contents/301/13197_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13197_MF_REPR_ATTACH_01_TMB.jpg,20,20,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,50,500,0,3,3,3,4,13,,13℃ 이상
188,13194,픽투라툼 접란,https://nongsaro.go.kr/cms_contents/301/13194_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13194_MF_REPR_ATTACH_01_TMB.jpg,30,30,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,2,0,300,0,3,3,3,4,13,,13℃ 이상
189,13193,"필레아 글라우카(타라, 블루체인)",https://nongsaro.go.kr/cms_contents/301/13193_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13193_MF_REPR_ATTACH_01_TMB.jpg,30,10,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,2,0,500,0,3,3,3,4,13,,13℃ 이상
190,13190,필로덴드론 선라이트,https://nongsaro.go.kr/cms_contents/301/13190_MF_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13190_MF_ATTACH_01_TMB.jpg,30,40,21~25℃,21,25,2,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,0,500,0,3,3,3,4,13,,13℃ 이상
191,13187,필로덴드론 제나두,https://nongsaro.go.kr/cms_contents/301/13187_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13187_MF_REPR_ATTACH_01_TMB.jpg,30,50,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,2,50,500,0,3,3,3,4,13,,13℃ 이상
192,13192,필로덴드론 고엘디,https://nongsaro.go.kr/cms_contents/301/13192_MF_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13192_MF_ATTACH_01_TMB.jpg,30,50,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,50,500,0,3,3,3,4,13,,13℃ 이상
193,13191,필로덴드론 레몬라임,https://nongsaro.go.kr/cms_contents/301/13191_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13191_MF_REPR_ATTACH_01_TMB.jpg,30,20,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,0,300,0,3,3,3,4,13,,13℃ 이상
194,13189,필로덴드론 셀로움,https://nongsaro.go.kr/cms_contents/301/13189_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13189_MF_REPR_ATTACH_01_TMB.jpg,50,100,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,50,500,0,3,3,3,4,13,,13℃ 이상
195,13188,필로덴드론 옥시카르디움,https://nongsaro.go.kr/cms_contents/301/13188_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13188_MF_REPR_ATTACH_01_TMB.jpg,30,50,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,2,50,,0,3,3,3,4,13,,13℃ 이상
196,13249,필로덴드론 콩고,https://nongsaro.go.kr/cms_contents/301/13249_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/13249_MF_REPR_ATTACH_01_TMB.jpg,30,40,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,50,500,0,3,3,3,4,13,,13℃ 이상
197,12987,해마리아,https://nongsaro.go.kr/cms_contents/301/12987_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/12987_MF_REPR_ATTACH_01_TMB.jpg,20,20,21~25℃,21,25,0,40 ~ 70%,40,70,1100,"봄, 여름",300~1500 Lux,300,1500,2,0,,0,2,2,2,4,13,,13℃ 이상
198,12983,행운목,https://nongsaro.go.kr/cms_contents/301/12983_MF_ATTACH_05.jpg,https://nongsaro.go.kr/cms_contents/301/12983_MF_ATTACH_05_TMB.jpg,50,200,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,1,50,500,0,2,2,2,3,13,,13℃ 이상
199,12981,헤미오니티스(하트펀),https://nongsaro.go.kr/cms_contents/301/12981_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/12981_MF_REPR_ATTACH_01_TMB.jpg,20,20,21~25℃,21,25,1,70% 이상,70,,0000,,800~10000 Lux,800,10000,3,50,500,0,2,2,2,3,13,,13℃ 이상
200,12979,헤테로파낙스 프라그란스(해피트리),https://nongsaro.go.kr/cms_contents/301/12979_MF_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/12979_MF_ATTACH_01_TMB.jpg,50,150,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,0,300,0,3,3,3,4,13,,13℃ 이상
201,12978,협죽도,https://nongsaro.go.kr/cms_contents/301/12978_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/12978_MF_REPR_ATTACH_01_TMB.jpg,50,150,21~25℃,21,25,2,40 ~ 70%,40,70,0100,여름,1500~10000 Lux,1500,10000,1,0,150,2,3,2,3,4,7,7,7℃
202,12976,형광스킨답서스,https://nongsaro.go.kr/cms_contents/301/12976_MF_ATTACH_03.jpg,https://nongsaro.go.kr/cms_contents/301/12976_MF_ATTACH_03_TMB.jpg,30,30,21~25℃,21,25,2,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,2,50,500,0,3,3,3,4,13,,13℃ 이상
203,12986,호야,https://nongsaro.go.kr/cms_contents/301/12986_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/12986_MF_REPR_ATTACH_01_TMB.jpg,30,20,21~25℃,21,25,1,40 ~ 70%,40,70,1100,"봄, 여름",800~10000 Lux,800,10000,2,0,300,0,3,3,3,4,13,,13℃ 이상
204,12973,호주매,https://nongsaro.go.kr/cms_contents/301/12973_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/12973_MF_REPR_ATTACH_01_TMB.jpg,30,50,21~25℃,21,25,1,40 ~ 70%,40,70,1100,"봄, 여름",1500~10000 Lux,1500,10000,3,0,300,0,4,3,3,4,13,,13℃ 이상
205,12937,황금마삭줄,https://nongsaro.go.kr/cms_contents/301/12937_MF_ATTACH_02.jpg,https://nongsaro.go.kr/cms_contents/301/12937_MF_ATTACH_02_TMB.jpg,30,20,16~20℃,16,20,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,2,0,300,0,3,3,3,4,5,5,5℃
206,12932,황금죽,https://nongsaro.go.kr/cms_contents/301/12932_MF_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/12932_MF_ATTACH_01_TMB.jpg,40,150,16~20℃,16,20,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,3,50,500,0,3,3,3,3,13,,13℃ 이상
207,12956,후피향나무,https://nongsaro.go.kr/cms_contents/301/12956_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/12956_MF_REPR_ATTACH_01_TMB.jpg,50,150,16~20℃,16,20,1,40 ~ 70%,40,70,0000,,1500~10000 Lux,1500,10000,1,0,150,0,3,3,3,4,,0,0℃ 이하
208,12920,흰꽃나도사프란,https://nongsaro.go.kr/cms_contents/301/12920_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/12920_MF_REPR_ATTACH_01_TMB.jpg,30,30,21~25℃,21,25,1,40 ~ 70%,40,70,0110,"여름, 가을",1500~10000 Lux,1500,10000,1,0,150,0,4,3,3,4,5,5,5℃
209,12919,흰줄무늬달개비(트라데스칸티아),https://nongsaro.go.kr/cms_contents/301/12919_MF_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/12919_MF_ATTACH_01_TMB.jpg,30,20,21~25℃,21,25,1,40 ~ 70%,40,70,0000,,800~10000 Lux,800,10000,2,0,300,0,3,3,3,3,13,,13℃ 이상
210,12901,히포에스테스,https://nongsaro.go.kr/cms_contents/301/12901_MF_REPR_ATTACH_01.jpg,https://nongsaro.go.kr/cms_contents/301/12901_MF_REPR_ATTACH_01_TMB.jpg,30,30,21~25℃,21,25,1,40 ~ 70%,40,70,0100,여름,800~10000 Lux,800,10000,2,0,300,0,2,2,2,3,13,,13℃ 이상
